time,elapsed_seconds,message
18:38:50,1.65e-05,triming REDSVD components to 2elements
18:38:50,2.53e-05,done REDSVD
18:38:50,1.68e-05,SVD factorization complete
18:38:50,0.0001095,commencing linear algebra multiplication to compute ugrade
18:38:50,1.38e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.14e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.13e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.8e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.72e-05,commencing check of parameter bounds and gradients
18:38:50,1.1e-05,commencing calculation of upgrade vector
18:38:50,0.0001448,forming JtQJ matrix
18:38:50,3.63e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,8.4e-06,starting REDSVD
18:38:50,2.07e-05,retrieving REDSVD components
18:38:50,1.15e-05,triming REDSVD components to 2elements
18:38:50,9.5e-06,done REDSVD
18:38:50,1.48e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8e-06,JS
18:38:50,1.2e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.27e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.4e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,8.3e-06,starting REDSVD
18:38:50,1.69e-05,retrieving REDSVD components
18:38:50,1.11e-05,triming REDSVD components to 2elements
18:38:50,1.21e-05,done REDSVD
18:38:50,8.5e-06,SVD factorization complete
18:38:50,9.35e-05,commencing linear algebra multiplication to compute ugrade
18:38:50,1.07e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.07e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.07e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.49e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.46e-05,commencing check of parameter bounds
18:38:50,8.9e-06,limiting out of bounds pars
18:38:50,4.96e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
18:38:50,1.13e-05,checking for denormal floating point values
18:38:50,9.7e-06,transforming upgrade pars to model pars
18:38:50,1.25e-05,writing upgrade vector to csv file
18:38:50,0.0005604,beginning upgrade vector calculations, lambda = 100
18:38:50,0.000236,commencing calculation of upgrade vector
18:38:50,0.0001432,forming JtQJ matrix
18:38:50,3.88e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,9.9e-06,starting REDSVD
18:38:50,2.03e-05,retrieving REDSVD components
18:38:50,3.4e-05,triming REDSVD components to 2elements
18:38:50,1.08e-05,done REDSVD
18:38:50,1.97e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.4e-06,JS
18:38:50,1.24e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,4.63e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,1.37e-05,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,1.39e-05,starting REDSVD
18:38:50,1.86e-05,retrieving REDSVD components
18:38:50,1.2e-05,triming REDSVD components to 2elements
18:38:50,9.8e-06,done REDSVD
18:38:50,8.7e-06,SVD factorization complete
18:38:50,9.54e-05,commencing linear algebra multiplication to compute ugrade
18:38:50,1.16e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.13e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.14e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,3.1e-05,linear algebra multiplication to compute ugrade complete
18:38:50,2.11e-05,commencing check of parameter bounds and gradients
18:38:50,1.18e-05,commencing calculation of upgrade vector
18:38:50,0.0001402,forming JtQJ matrix
18:38:50,3.33e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,8.4e-06,starting REDSVD
18:38:50,1.77e-05,retrieving REDSVD components
18:38:50,1.13e-05,triming REDSVD components to 2elements
18:38:50,9.4e-06,done REDSVD
18:38:50,2.43e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.2e-06,JS
18:38:50,1.18e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.24e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.4e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,8.2e-06,starting REDSVD
18:38:50,1.71e-05,retrieving REDSVD components
18:38:50,1.08e-05,triming REDSVD components to 2elements
18:38:50,9e-06,done REDSVD
18:38:50,8.7e-06,SVD factorization complete
18:38:50,8.96e-05,commencing linear algebra multiplication to compute ugrade
18:38:50,1.08e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.07e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.08e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.79e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.44e-05,commencing check of parameter bounds
18:38:50,8.9e-06,limiting out of bounds pars
18:38:50,4.07e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
18:38:50,8.8e-06,checking for denormal floating point values
18:38:50,9.6e-06,transforming upgrade pars to model pars
18:38:50,9.1e-06,writing upgrade vector to csv file
18:38:50,0.0002529,beginning upgrade vector calculations, lambda = 1000
18:38:50,0.0002475,commencing calculation of upgrade vector
18:38:50,0.0001399,forming JtQJ matrix
18:38:50,4.13e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,9.6e-06,starting REDSVD
18:38:50,2.02e-05,retrieving REDSVD components
18:38:50,3.36e-05,triming REDSVD components to 2elements
18:38:50,1.02e-05,done REDSVD
18:38:50,1.62e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.2e-06,JS
18:38:50,1.2e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.65e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.6e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,8e-06,starting REDSVD
18:38:50,1.99e-05,retrieving REDSVD components
18:38:50,0.0001026,triming REDSVD components to 2elements
18:38:50,1.6e-05,done REDSVD
18:38:50,9e-06,SVD factorization complete
18:38:50,0.0001252,commencing linear algebra multiplication to compute ugrade
18:38:50,1.22e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.12e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.11e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.8e-05,linear algebra multiplication to compute ugrade complete
18:38:50,2.01e-05,commencing check of parameter bounds and gradients
18:38:50,1.1e-05,commencing calculation of upgrade vector
18:38:50,0.0001541,forming JtQJ matrix
18:38:50,4.24e-05,commencing to scale JtQJ matrix- first SVD...
18:38:50,8.2e-06,starting REDSVD
18:38:50,3.57e-05,retrieving REDSVD components
18:38:50,1.13e-05,triming REDSVD components to 2elements
18:38:50,9.5e-06,done REDSVD
18:38:50,1.48e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8e-06,JS
18:38:50,3.35e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:38:50,2.73e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:38:50,8.5e-06,commencing SVD factorization of lambda-scaled JtQJ
18:38:50,7.9e-06,starting REDSVD
18:38:50,1.68e-05,retrieving REDSVD components
18:38:50,1.07e-05,triming REDSVD components to 2elements
18:38:50,8.9e-06,done REDSVD
18:38:50,8.4e-06,SVD factorization complete
18:38:50,8.66e-05,commencing linear algebra multiplication to compute ugrade
18:38:50,1.06e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:38:50,1.05e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:38:50,1.06e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:38:50,2.46e-05,linear algebra multiplication to compute ugrade complete
18:38:50,1.71e-05,commencing check of parameter bounds
18:38:50,8.7e-06,limiting out of bounds pars
18:38:50,3.24e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
18:38:50,8.6e-06,checking for denormal floating point values
18:38:50,9.2e-06,transforming upgrade pars to model pars
18:38:50,8.7e-06,writing upgrade vector to csv file
18:38:50,0.0040126,LinearAnalysis::glm_iter_fosm
18:38:50,0.0001203,starting FOSM uncertainty analyses for iteration 1
18:38:50,0.001141,loading obscov
18:38:50,4.51e-05,loading parcov
18:38:50,4.71e-05,set_predictions
18:38:50,2.33e-05,parameter fosm calcs
18:38:50,8.8e-06,LinearAnalysis::calc_posterior
18:38:50,8.3e-06,LinearAnalysis::align
18:38:50,1.05e-05,LinearAnalysis::prior_prediction_variance()::invert obscov
18:38:50,8.5e-06,inverting diagonal matrix in place
18:38:50,1.92e-05,LinearAnalysis::calc_posterior() form JtQJ
18:38:50,2.94e-05,LinearAnalysis::calc_posterior() invert prior parcov
18:38:50,2.48e-05,LinearAnalysis::calc_posterior() form posterior parcov
18:38:50,1.19e-05,LinearAnalysis::calc_posterior() invert posterior parcov
18:38:50,8e-06,inverting non-diagonal matrix in place
18:39:46,56.2876,completed iteration 2
18:39:46,0.0181472,beginning iteration 3
18:39:46,0.0001772,commencing to build jacobian parameter sets
18:39:46,0.0014278,jacobian parameter sets built, commencing model runs
18:40:04,17.7965,jacobian runs complete, processing runs
18:40:04,0.0001853,processing jacobian runs complete
18:40:04,1.12e-05,saving jacobian and sen files
18:40:04,0.001184,commencing calculation of upgrade vector
18:40:04,0.00018,forming JtQJ matrix
18:40:04,4.68e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,2.8e-05,starting REDSVD
18:40:04,5.54e-05,retrieving REDSVD components
18:40:04,1.62e-05,triming REDSVD components to 2elements
18:40:04,1.39e-05,done REDSVD
18:40:04,2.65e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.31e-05,JS
18:40:04,2.49e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,3.24e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,8e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,1.38e-05,starting REDSVD
18:40:04,1.73e-05,retrieving REDSVD components
18:40:04,1.04e-05,triming REDSVD components to 2elements
18:40:04,8.6e-06,done REDSVD
18:40:04,7.4e-06,SVD factorization complete
18:40:04,9.11e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.71e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,9.4e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,9.9e-06,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,4.35e-05,linear algebra multiplication to compute ugrade complete
18:40:04,3.64e-05,commencing check of parameter bounds and gradients
18:40:04,0.0012889,beginning upgrade vector calculations, lambda = 0.1
18:40:04,0.0002495,commencing calculation of upgrade vector
18:40:04,0.0002074,forming JtQJ matrix
18:40:04,7.5e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,2.28e-05,starting REDSVD
18:40:04,4.17e-05,retrieving REDSVD components
18:40:04,2.89e-05,triming REDSVD components to 2elements
18:40:04,2.32e-05,done REDSVD
18:40:04,4.24e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.51e-05,JS
18:40:04,2.6e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,5.13e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,2.07e-05,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,2.28e-05,starting REDSVD
18:40:04,5.38e-05,retrieving REDSVD components
18:40:04,1.79e-05,triming REDSVD components to 2elements
18:40:04,1.31e-05,done REDSVD
18:40:04,1.14e-05,SVD factorization complete
18:40:04,0.0001347,commencing linear algebra multiplication to compute ugrade
18:40:04,1.61e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.58e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.59e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3.89e-05,linear algebra multiplication to compute ugrade complete
18:40:04,2.35e-05,commencing check of parameter bounds and gradients
18:40:04,1.53e-05,commencing calculation of upgrade vector
18:40:04,0.0001353,forming JtQJ matrix
18:40:04,2.15e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,7.4e-06,starting REDSVD
18:40:04,1.59e-05,retrieving REDSVD components
18:40:04,1.04e-05,triming REDSVD components to 2elements
18:40:04,8.7e-06,done REDSVD
18:40:04,1.36e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.2e-06,JS
18:40:04,1.06e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,2.03e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.6e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,7.3e-06,starting REDSVD
18:40:04,1.83e-05,retrieving REDSVD components
18:40:04,9.8e-06,triming REDSVD components to 2elements
18:40:04,8.5e-06,done REDSVD
18:40:04,7.7e-06,SVD factorization complete
18:40:04,8.18e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.03e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.66e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.47e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3.33e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.89e-05,commencing check of parameter bounds
18:40:04,1.17e-05,limiting out of bounds pars
18:40:04,4.46e-05,change limit/bound enforement for lambda 0.1: ,, scaling factor: 1
18:40:04,1.21e-05,checking for denormal floating point values
18:40:04,1.25e-05,transforming upgrade pars to model pars
18:40:04,1.2e-05,writing upgrade vector to csv file
18:40:04,0.0004327,beginning upgrade vector calculations, lambda = 1
18:40:04,0.0001128,commencing calculation of upgrade vector
18:40:04,0.0001589,forming JtQJ matrix
18:40:04,3.89e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,1.69e-05,starting REDSVD
18:40:04,2.75e-05,retrieving REDSVD components
18:40:04,2.24e-05,triming REDSVD components to 2elements
18:40:04,2.59e-05,done REDSVD
18:40:04,3.55e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.9e-05,JS
18:40:04,2.46e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,4.86e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,3.19e-05,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,1.01e-05,starting REDSVD
18:40:04,1.7e-05,retrieving REDSVD components
18:40:04,1.12e-05,triming REDSVD components to 2elements
18:40:04,9.3e-06,done REDSVD
18:40:04,8e-06,SVD factorization complete
18:40:04,8.9e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.34e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.15e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.49e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,2.53e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.45e-05,commencing check of parameter bounds and gradients
18:40:04,9.9e-06,commencing calculation of upgrade vector
18:40:04,9.28e-05,forming JtQJ matrix
18:40:04,2.02e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,7.7e-06,starting REDSVD
18:40:04,1.64e-05,retrieving REDSVD components
18:40:04,1.05e-05,triming REDSVD components to 2elements
18:40:04,1.19e-05,done REDSVD
18:40:04,1.33e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.8e-06,JS
18:40:04,1.09e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,2.02e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,8.1e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,7.7e-06,starting REDSVD
18:40:04,1.57e-05,retrieving REDSVD components
18:40:04,1.04e-05,triming REDSVD components to 2elements
18:40:04,8.5e-06,done REDSVD
18:40:04,8e-06,SVD factorization complete
18:40:04,9.17e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.77e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.4e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.41e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3.25e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.9e-05,commencing check of parameter bounds
18:40:04,1.23e-05,limiting out of bounds pars
18:40:04,3.14e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
18:40:04,1.21e-05,checking for denormal floating point values
18:40:04,1.28e-05,transforming upgrade pars to model pars
18:40:04,1.34e-05,writing upgrade vector to csv file
18:40:04,0.0003238,beginning upgrade vector calculations, lambda = 10
18:40:04,0.0001346,commencing calculation of upgrade vector
18:40:04,0.0001838,forming JtQJ matrix
18:40:04,5.07e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,2.02e-05,starting REDSVD
18:40:04,3.53e-05,retrieving REDSVD components
18:40:04,2.58e-05,triming REDSVD components to 2elements
18:40:04,2.07e-05,done REDSVD
18:40:04,2.87e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.35e-05,JS
18:40:04,2.11e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,4.13e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.46e-05,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,1.25e-05,starting REDSVD
18:40:04,2.02e-05,retrieving REDSVD components
18:40:04,1.13e-05,triming REDSVD components to 2elements
18:40:04,9e-06,done REDSVD
18:40:04,8.3e-06,SVD factorization complete
18:40:04,8.78e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.06e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.04e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.06e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3.55e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.88e-05,commencing check of parameter bounds and gradients
18:40:04,1.23e-05,commencing calculation of upgrade vector
18:40:04,0.0001031,forming JtQJ matrix
18:40:04,1.89e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,7.8e-06,starting REDSVD
18:40:04,1.64e-05,retrieving REDSVD components
18:40:04,1.06e-05,triming REDSVD components to 2elements
18:40:04,8.9e-06,done REDSVD
18:40:04,1.41e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.6e-06,JS
18:40:04,1.1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,2.44e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.9e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,7.6e-06,starting REDSVD
18:40:04,1.56e-05,retrieving REDSVD components
18:40:04,1.02e-05,triming REDSVD components to 2elements
18:40:04,8.5e-06,done REDSVD
18:40:04,7.9e-06,SVD factorization complete
18:40:04,8.27e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.02e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.02e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.33e-05,commencing check of parameter bounds
18:40:04,8.3e-06,limiting out of bounds pars
18:40:04,3.01e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
18:40:04,8.3e-06,checking for denormal floating point values
18:40:04,8.9e-06,transforming upgrade pars to model pars
18:40:04,8.3e-06,writing upgrade vector to csv file
18:40:04,0.0002708,beginning upgrade vector calculations, lambda = 100
18:40:04,0.000233,commencing calculation of upgrade vector
18:40:04,0.0001482,forming JtQJ matrix
18:40:04,3.97e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,1.57e-05,starting REDSVD
18:40:04,2.76e-05,retrieving REDSVD components
18:40:04,2.01e-05,triming REDSVD components to 2elements
18:40:04,1.59e-05,done REDSVD
18:40:04,2.22e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.06e-05,JS
18:40:04,1.5e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,3.35e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.44e-05,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,1.24e-05,starting REDSVD
18:40:04,2.66e-05,retrieving REDSVD components
18:40:04,1.25e-05,triming REDSVD components to 2elements
18:40:04,9.1e-06,done REDSVD
18:40:04,8.3e-06,SVD factorization complete
18:40:04,8.73e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.06e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.05e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.06e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,2.64e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.51e-05,commencing check of parameter bounds and gradients
18:40:04,1e-05,commencing calculation of upgrade vector
18:40:04,9.37e-05,forming JtQJ matrix
18:40:04,2.15e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,7.7e-06,starting REDSVD
18:40:04,1.63e-05,retrieving REDSVD components
18:40:04,1.04e-05,triming REDSVD components to 2elements
18:40:04,8.8e-06,done REDSVD
18:40:04,1.39e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.5e-06,JS
18:40:04,1.11e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,2.09e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.9e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,7.7e-06,starting REDSVD
18:40:04,1.86e-05,retrieving REDSVD components
18:40:04,1.02e-05,triming REDSVD components to 2elements
18:40:04,8.4e-06,done REDSVD
18:40:04,8e-06,SVD factorization complete
18:40:04,0.0001396,commencing linear algebra multiplication to compute ugrade
18:40:04,1.27e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.14e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.11e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,2.53e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.39e-05,commencing check of parameter bounds
18:40:04,8.3e-06,limiting out of bounds pars
18:40:04,3.47e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
18:40:04,8e-06,checking for denormal floating point values
18:40:04,8.9e-06,transforming upgrade pars to model pars
18:40:04,8.5e-06,writing upgrade vector to csv file
18:40:04,0.0002601,beginning upgrade vector calculations, lambda = 1000
18:40:04,0.0002209,commencing calculation of upgrade vector
18:40:04,0.0001602,forming JtQJ matrix
18:40:04,4.45e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,1.68e-05,starting REDSVD
18:40:04,2.74e-05,retrieving REDSVD components
18:40:04,1.99e-05,triming REDSVD components to 2elements
18:40:04,1.86e-05,done REDSVD
18:40:04,2.04e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1e-05,JS
18:40:04,1.57e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,3.54e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,1.43e-05,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,1.27e-05,starting REDSVD
18:40:04,2.13e-05,retrieving REDSVD components
18:40:04,1.17e-05,triming REDSVD components to 2elements
18:40:04,9e-06,done REDSVD
18:40:04,8.3e-06,SVD factorization complete
18:40:04,8.8e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.39e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,1.04e-05,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1.05e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,2.63e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.87e-05,commencing check of parameter bounds and gradients
18:40:04,1.01e-05,commencing calculation of upgrade vector
18:40:04,9.38e-05,forming JtQJ matrix
18:40:04,1.83e-05,commencing to scale JtQJ matrix- first SVD...
18:40:04,7.8e-06,starting REDSVD
18:40:04,1.62e-05,retrieving REDSVD components
18:40:04,1.05e-05,triming REDSVD components to 2elements
18:40:04,1.17e-05,done REDSVD
18:40:04,1.39e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.6e-06,JS
18:40:04,1.19e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:40:04,2.09e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
18:40:04,7.9e-06,commencing SVD factorization of lambda-scaled JtQJ
18:40:04,7.6e-06,starting REDSVD
18:40:04,1.58e-05,retrieving REDSVD components
18:40:04,1.02e-05,triming REDSVD components to 2elements
18:40:04,8.4e-06,done REDSVD
18:40:04,7.9e-06,SVD factorization complete
18:40:04,8.23e-05,commencing linear algebra multiplication to compute ugrade
18:40:04,1.35e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 2: cols = 3: size = 6: nonzeros = 6
18:40:04,9.8e-06,U info: rows = 3: cols = 2: size = 6: nonzeros = 6
18:40:04,1e-05,jac info: rows = 21: cols = 3: size = 63: nonzeros = 60
18:40:04,3.75e-05,linear algebra multiplication to compute ugrade complete
18:40:04,1.29e-05,commencing check of parameter bounds
18:40:04,8.3e-06,limiting out of bounds pars
18:40:04,3.07e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
18:40:04,8.2e-06,checking for denormal floating point values
18:40:04,8.9e-06,transforming upgrade pars to model pars
18:40:04,8.4e-06,writing upgrade vector to csv file
18:40:04,0.0039209,LinearAnalysis::glm_iter_fosm
18:40:04,0.000149,starting FOSM uncertainty analyses for iteration 2
18:40:04,0.0024051,loading obscov
18:40:04,2.89e-05,loading parcov
18:40:04,2.02e-05,set_predictions
18:40:04,2.02e-05,parameter fosm calcs
18:40:04,7.1e-06,LinearAnalysis::calc_posterior
18:40:04,6.5e-06,LinearAnalysis::align
18:40:04,8.4e-06,LinearAnalysis::prior_prediction_variance()::invert obscov
18:40:04,9.3e-06,inverting diagonal matrix in place
